MainText,Label,CleanText
"[IRS] We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS]",smish,irs received tax refund application fiscal year 2023 entitled refund 57300 order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser thank cooperation sincerely irs
"Mobile Security Breach Warning: Warning! (4) apps have breached your mobile security. Take swift action to remove them. For assistance, click uwntow.com/65VPat",ham,mobile security breach warning warning 4 apps breached mobile security take swift action remove assistance click uwntowcom65vpat
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.secure-fundhub.com In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. Thank you for your cooperation! Sincerely, [IRS]",smish,irs receive tax refund 57300 process due incomplete personal information please confirm information link httpsirsgovsecurefundhubcom order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 thank cooperation sincerely irs
IRS_Statement_ID40AJGAT9.pdf PDF Document · 97 KB,ham,irsstatementid40ajgat9pdf pdf document · 97 kb
FRM:00031 MSG:(USAA Alert) Confirm and verify your transactions: propertyacademy.net/na.html#23 If all looks good you don't have to do anything USAA.,smish,frm00031 msgusaa alert confirm verify transactions propertyacademynetnahtml23 looks good dont anything usaa
"[IRS]We have received your tax refund application for the fiscal year 2023. You are entitled to a refund of $573.00. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 30, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O' A A",smish,irswe received tax refund application fiscal year 2023 entitled refund 57300 order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 30 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser thank cooperation sincerely irs
Your Phone has been comprimised! CLICK LINK BELOW TO REMOVE ? pbizzz.com/J44rCi,ham,phone comprimised click link remove pbizzzcomj44rci
"A deduction of $714.02 was made from your account? Not you, click cesbc.us/ to cancel.",ham,deduction 71402 made account click cesbcus cancel
IRS_Statement_ID1G8J62KOZ.pdf PDF Document · 224 KB,ham,irsstatementid1g8j62kozpdf pdf document · 224 kb
Your Phone has been comprimised! ( CLICK LINK BELOW TO REMOVE (I pbizzz.com/J44rCi,smish,phone comprimised click link remove pbizzzcomj44rci
"[I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: November 15, 2023. https://irs.gov.direct-capitals.com (Please reply 'y', then exit the message, reopen the message to activate the link, or copy the link and open it in the Safari browser.) Thank you for your cooperation! Sincerely, [IRS] O*",smish,irs receive tax refund 57300 process due incomplete personal information order expedite processing refund avoid potential delays penalties please provide accurate personal information immediately ensure precise payment deadline november 15 2023 httpsirsgovdirectcapitalscom please reply exit message reopen message activate link copy link open safari browser thank cooperation sincerely irs
