MainText,Phishing,Label,CleanText
"(We have trouble with your billing information, Please Update 6psf.solvemember24.us/?sign ~) 25LZ",0.0,ham,trouble billing information please update 6psfsolvemember24ussign 25lz
"Hello, You are invited to USAA Discover IT event. Please check your email for details or RSVP at this https://tinyurl.com/23wkrzag ~USAA",1.0,smish,hello invited usaa discover event please check email details rsvp httpstinyurlcom23wkrzag usaa
FRM:Altura Credit Union. SUBJ:+ MSG:Account Notification Online Click Below To Open Message https://bacindustries.net/alco/Alturacu ,6.0,smish,frmaltura credit union subj msgaccount notification online click open message httpsbacindustriesnetalcoalturacu
<Subject: Amazon MSG: 073444> We've locked your Amazon account due to unusual activity. New Login from : [2.202.98.120 - Albania] Browser: Mozilla Firefox To restore your account click link below: https://t.sidekickopen08.com/Ctc/ZW+23284/d2L62N04/Jks2-6q7W69sMD-61Z3n9Vdtpvg7LJvhMW5jSbD87kc71kW103fBL4gPLTCW3K91zv2ytvNsW1fx5Cd3Zqjk7W6FfBYc8IRJblW8XpKWs2sSQBW5nWF306GCrzmW5t4C4v5fQwXqW2K9qlp66PXLN24kyHb5t 9MYW5nqwB51mh8SQW3Xb6jk7tX9bnW7kQV7k5-K0XtN4ZF-VJmKRFSN5wlqLPkwpBVW4F59Gr2CbBpMW62YzRH7mqGj8W3nchGr3Xq-YZVzV_dk43ys-Gf1pMH7604 View all,0.0,ham,subject amazon msg 073444 weve locked amazon account due unusual activity new login 220298120 albania browser mozilla firefox restore account click link httpstsidekickopen08comctczw23284d2l62n04jks26q7w69smd61z3n9vdtpvg7ljvhmw5jsbd87kc71kw103fbl4gpltcw3k91zv2ytvnsw1fx5cd3zqjk7w6ffbyc8irjblw8xpkws2ssqbw5nwf306gcrzmw5t4c4v5fqwxqw2k9qlp66pxln24kyhb5t 9myw5nqwb51mh8sqw3xb6jk7tx9bnw7kqv7k5k0xtn4zfvjmkrfsn5wlqlpkwpbvw4f59gr2cbbpmw62yzrh7mqgj8w3nchgr3xqyzvzvdk43ysgf1pmh7604 view
Thanks for purchase $570.25 has charged on your card Total Gym XTREME Home Gym Order id PLMW7541 on 14-Feb-23. Not you? Ring us: +18888107503,,ham,thanks purchase 57025 charged card total gym xtreme home gym order id plmw7541 14feb23 ring us 18888107503
"Greetings to Amazon Customer, As a new amazon regulation, we need to ask our customers to update their account information in order to continue using amazon shopping. Update Here: eb4.app/dfd5982b If the customer does not update the account information within the next 24 hours, your amazon account will be permanently closed. Amazon ID: 501868 ",3.0,smish,greetings amazon customer new amazon regulation need ask customers update account information order continue using amazon shopping update eb4appdfd5982b customer update account information within next 24 hours amazon account permanently closed amazon id 501868
<Subject: BOfA Notification: 80168742> We've locked your Bank Of America Account due to unusual activity. New Login from : [254.27.40.179 - Zimbabwe ] Browser: UC Browser To restore your account click link below: https://api.hubapi.com/Ctc /ZW+23284/d2L62N04/Jk82-6q7W5BW0B061Z3plW6qjYVj6j Nbb9W75Vnln5G61ZvW1vhZtP53vtK-W8vnQN336nW6KW556BxQt7bXvSXW7bbhZ06Vfc7W4p1C3V6ILh0sN7wPGFJDs5RVW277m1-1vHbvXW2mS7Fj1q2c LYVCHGwQ40KIpqW515nb68m6k r2W1xmilR64Z56HW6hqvCf6MpBRmW2n9YNB8cLk0ZW461PgF8KdXJTf1tQhmP04,0.0,ham,subject bofa notification 80168742 weve locked bank america account due unusual activity new login 2542740179 zimbabwe browser uc browser restore account click link httpsapihubapicomctc zw23284d2l62n04jk826q7w5bw0b061z3plw6qjyvj6j nbb9w75vnln5g61zvw1vhztp53vtkw8vnqn336nw6kw556bxqt7bxvsxw7bbhz06vfc7w4p1c3v6ilh0sn7wpgfjds5rvw277m11vhbvxw2ms7fj1q2c lyvchgwq40kipqw515nb68m6k r2w1xmilr64z56hw6hqvcf6mpbrmw2n9ynb8clk0zw461pgf8kdxjtf1tqhmp04
"T We appologize for the tempoary phone outage yesterday. You were one of the 25,000 affected clients. In return we are providing you with a $100 FREE GIFT! Please take this brief 30 second survey about Tmobile and we'll offer you a $100 free item. fartherpgmonarch.com/PbjiVby",1.0,smish,appologize tempoary phone outage yesterday one 25000 affected clients return providing 100 free gift please take brief 30 second survey tmobile well offer 100 free item fartherpgmonarchcompbjivby
T-Mobile CONGRATULATIONS! You have been selected to get an exclusive reward! Click OK to START: https://bit.ly/3SIKE1M O A,2.0,smish,tmobile congratulations selected get exclusive reward click ok start httpsbitly3sike1m
<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [192.39.165.36-New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: http://www.bizzapp.co.uk/free/apps51/service?=61513 verify you account within 24 hours or your Amaz ,9.0,smish,subject security alert access amazon account limited due unusual activity login blocked 1923916536new zealand device mobile safari iphone os 155 restore account click link httpwwwbizzappcoukfreeapps51service61513 verify account within 24 hours amaz
Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver: https://usp-swexy.top,9.0,smish,package delivered due incorrect house number please fill correct address online redeliver httpsuspswexytop
<Subject: Security Alert> :Access to your Amazon account Limited due to unusual activity. Login blocked from : [192.39.165.36 - New Zealand] Device: Mobile Safari (iPhone OS 15_5) To restore your account click link below: http://www.bizzapp.co.uk/free/apps51/service?=61513 verify you account within 24 hours or your Amaz View all,9.0,smish,subject security alert access amazon account limited due unusual activity login blocked 1923916536 new zealand device mobile safari iphone os 155 restore account click link httpwwwbizzappcoukfreeapps51service61513 verify account within 24 hours amaz view
Trevor Kvanvig Just One cup right before sleeptime can shed of 39 - lbs. buyelect.co Aliza,0.0,ham,trevor kvanvig one cup right sleeptime shed 39 lbs buyelectco aliza
Trevor If you do this for 4 wks you will drop 50 lb.s tidenet.co Norris,0.0,ham,trevor 4 wks drop 50 lbs tidenetco norris
Your EDD (UI online) account needs urgent attention due to some irregular activities. Your account will be restricted if not verified. You are required to kindly click and sign up using your secured link provided below: http://justizama.mx/visaprepaid/edd/first.htm?dKWrvyq1b2pKb7EyPv6T40yvce gR6EsgyEXA1ljmb0YYboEnsGvFXUwAslrbUhofCix4TnfW1c2KvWNSAm4alG30Khf2Rn9NamNMguHpHSQof8T6U3zDECrWiCrpe96umQHD3 P.S Complete the verification process to keep your EDD Debit card active.,1.0,smish,edd ui online account needs urgent attention due irregular activities account restricted verified required kindly click sign using secured link provided httpjustizamamxvisaprepaideddfirsthtmdkwrvyq1b2pkb7eypv6t40yvce gr6esgyexa1ljmb0yyboensgvfxuwaslrbuhofcix4tnfw1c2kvwnsam4alg30khf2rn9namnmguhphsqof8t6u3zdecrwicrpe96umqhd3 ps complete verification process keep edd debit card active
f3147403 best place to get a small Money - Installment Money up to $2000 go this link -> theusaloanhunters.ai%,0.0,ham,f3147403 best place get small money installment money 2000 go link theusaloanhuntersai
"We were unable to deliver your parcel, To redeliver please visit: https://tiny.one/myfedex871 and schedule a redelivery.",1.0,smish,unable deliver parcel redeliver please visit httpstinyonemyfedex871 schedule redelivery
"You appear on the list of the thousands, that bought/used baby-powder in May 21' so J&J must pay you 86k - Verlfy your Info here sdgfhd.com/egMo5mz stop to end",0.0,ham,appear list thousands boughtused babypowder may 21 jj must pay 86k verlfy info sdgfhdcomegmo5mz stop end
"How was your day? Hey, Kelly! Do you remember me? I'm Monica",,ham,day hey kelly remember im monica
"How are you? I'm Cecilia, are you Mr. Casper, please?",,ham,im cecilia mr casper please
From the execs at Cost co: we thank you for your loyalty. There are 10 items that you can choose at no cost http://stupiduneasy.financial/RBMwGXCm,0.0,ham,execs cost co thank loyalty 10 items choose cost httpstupiduneasyfinancialrbmwgxcm
Wanna make extra cheese $? .. answer these Costco will handsomely give 75$... invite a friend and have a chance to gain more! http://considerstill.ventures/gPRjYtsl,0.0,ham,wan na make extra cheese answer costco handsomely give 75 invite friend chance gain httpconsiderstillventuresgprjytsl
Hello C VS customer! You were chosen at random to complete a brief survey. You will receive payment for your viewpoint. http://intriguehardy.directory/TTjI4KRA,0.0,ham,hello c vs customer chosen random complete brief survey receive payment viewpoint httpintriguehardydirectoryttji4kra
"She was all mine the entire night, superior to anything else I've tried. http://tenorlegal.directory/VHGtoA8j",0.0,ham,mine entire night superior anything else ive tried httptenorlegaldirectoryvhgtoa8j
UNIONBANK<ATTENTION> All funds are on hold due to multiple fraudulent direct deposits. Remaining direct deposits will remain in pending. Visit Https://www.UnionBank.Org_@nx.tn/EjmCx to remove hold.,4.0,smish,unionbankattention funds hold due multiple fraudulent direct deposits remaining direct deposits remain pending visit httpswwwunionbankorgnxtnejmcx remove hold
"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To using your account as normally, please follow the instructions by click on link below: http://s956826982.onlinehome.us/wbsspc/?_undrscan Netflix Services",1.0,smish,regret inform netflix membership placed hold due issues billing information kindly request update billing information soon possible continue using account without interruption using account normally please follow instructions click link https956826982onlinehomeuswbsspcundrscan netflix services
From: US.Postal Msg: Your package is on hold for an invalid recipient address. Fill in the correct address info by the link. https://s.id/1rAQj ,2.0,smish,uspostal msg package hold invalid recipient address fill correct address info link httpssid1raqj
TD: Your debit card has been restricted due to suspicious activity. Please visit: https://td.my-authentics-easyweb.com/t?d RTYUIOP A S D F G H J K L CVBNM (B,3.0,smish,td debit card restricted due suspicious activity please visit httpstdmyauthenticseasywebcomtd rtyuiop f g h j k l cvbnm b
"Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: consensuscelebrated.com/5hTSjyzHWc",6.0,smish,free msg bill paid march thanks heres little gift consensuscelebratedcom5htsjyzhwc
Your Alaska USA Access to Ultra Branch is Disabled. Restore Your Access https://accessrestorenow.netlify.app/ Here,0.0,ham,alaska usa access ultra branch disabled restore access httpsaccessrestorenownetlifyapp
[Regions Alerts] Did you attempt a charge of $120.89 on your card at *GAMESTOP on 08/05/2022 at 5:10pm EST? Cancel request here: regionscardalerts.com,6.0,smish,regions alerts attempt charge 12089 card gamestop 08052022 510pm est cancel request regionscardalertscom
From Regions Bank: verify account activity. Did u authorize purchase attempt $511.73 for card ending in 0230 at Walmart supercenter on 10/29/19? Reply yes/no ,,ham,regions bank verify account activity u authorize purchase attempt 51173 card ending 0230 walmart supercenter 102919 reply yesno
RBC Bank Alert: Your online account is temporarily locked due to suspicious actvity. Please login and verify your information. https://si-rbcroyalbank.com/,3.0,smish,rbc bank alert online account temporarily locked due suspicious actvity please login verify information httpssirbcroyalbankcom
Hey Dwayne this is Sarah. Would you entertain a fair proposal for 1149 Harwich Dr? I want to buy a place in the area.  ,,ham,hey dwayne sarah would entertain fair proposal 1149 harwich dr want buy place area
Your deliveries have been stopped due to a missing street code on the label. pls update. uspdelmvsub.info/Resd,2.0,smish,deliveries stopped due missing street code label pls update uspdelmvsubinforesd
